th,diffh1,xdiffh1,tdiffh1,diffh2,xdiffh2,tdiffh2,diffh3,xdiffh3,tdiffh3,diffh4,xdiffh4,tdiffh4,diffh5,xdiffh5,tdiffh5,ta,diffa1,xdiffa1,tdiffa1,diffa2,xdiffa2,tdiffa2,diffa3,xdiffa3,tdiffa3,diffa4,xdiffa4,tdiffa4,diffa5,xdiffa5,tdiffa5,hs,as
9,-1,-0.5,-2,2,-0.9000000000000004,6,0,5.4,2,0,-1.1999999999999993,-2,-2,-0.4999999999999991,6,3,0,-1.7000000000000002,4,-2,-5.199999999999999,9,0,0.7999999999999998,-1,0,-1.3999999999999995,13,0,0.4999999999999991,9,0,1
12,0,0.10000000000000009,4,1,2.0,-7,0,-5.4,-2,-1,-5.799999999999999,4,-1,-5.299999999999999,-9,10,2,-1.2000000000000002,4,-2,-0.0,-2,1,5.5,2,-2,-3.0,-8,1,1.0,-3,1,1
11,0,4.400000000000001,-5,2,5.199999999999999,-9,2,1.9000000000000004,-2,1,5.799999999999999,-4,2,0.4999999999999991,-6,18,-1,1.9000000000000004,-4,-1,-5.9,-16,-1,-1.3000000000000007,-10,-3,-2.6000000000000005,-13,-1,0.5999999999999996,-4,1,2
16,-2,1.2000000000000002,-4,0,4.199999999999999,1,-4,-0.39999999999999947,-10,0,1.3999999999999995,-13,2,-3.6000000000000014,-10,14,-2,-13.8,-12,-1,-0.40000000000000036,-6,2,0.7000000000000002,3,-2,-4.599999999999999,-6,1,-0.5999999999999996,4,2,2
8,0,1.7000000000000002,-4,2,0.0,2,-3,-0.5,-2,0,1.1999999999999993,2,-1,2.700000000000001,7,1,2,13.8,12,2,6.700000000000001,13,0,0.9000000000000004,3,2,9.3,16,1,5.299999999999999,9,0,2
13,1,-1.9000000000000004,4,-2,-6.700000000000001,-13,-1,-5.5,-2,0,-1.7999999999999998,1,0,-0.4999999999999991,-9,5,1,0.5,2,-1,-2.0,7,4,0.39999999999999947,10,-1,0.10000000000000053,4,-2,-0.10000000000000009,-2,2,2
2,1,-2.5,1,1,5.9,16,0,-0.7999999999999998,1,2,3.0,8,2,0.10000000000000009,2,17,1,0.5999999999999996,-11,0,-4.199999999999999,-1,-2,-0.7000000000000002,-3,-2,-9.3,-16,0,-6.0,-13,3,1
15,0,-0.10000000000000009,-4,-2,0.9000000000000004,-6,-2,-1.9000000000000004,2,0,1.7999999999999998,-1,1,-2.700000000000001,-7,6,0,-4.400000000000001,5,-1,0.9000000000000004,3,3,0.5,2,2,4.599999999999999,6,-2,3.6000000000000014,10,0,0
7,-1,-0.5999999999999996,11,1,-0.9000000000000004,-3,1,1.3000000000000007,10,1,-0.10000000000000053,-4,-1,-1.0,3,4,-1,2.5,-1,1,0.40000000000000036,6,0,-0.9000000000000004,-3,3,2.6000000000000005,13,0,6.0,13,3,1
18,1,-7.4,-7,-1,1.9000000000000004,-4,-1,-5.9,-16,-1,-1.3000000000000007,-10,-3,-2.6000000000000005,-13,8,-2,-1.0,-7,0,1.7000000000000002,-4,2,0.0,2,-3,-0.5,-2,0,1.1999999999999993,2,0,4
9,0,2.1999999999999997,2,2,-1.2000000000000002,4,-2,-0.0,-2,1,5.5,2,-2,-3.0,-8,10,-1,-0.7999999999999998,-6,-1,-0.5,-2,2,-0.9000000000000004,6,0,5.4,2,0,-1.1999999999999993,-2,1,1
1,2,1.0,7,2,13.8,12,2,6.700000000000001,13,0,0.9000000000000004,3,2,9.3,16,5,2,-1.9999999999999991,-3,-1,-0.5999999999999996,11,1,-0.9000000000000004,-3,1,1.3000000000000007,10,1,-0.10000000000000053,-4,1,2
14,0,-3.4,2,-2,-13.8,-12,-1,-0.40000000000000036,-6,2,0.7000000000000002,3,-2,-4.599999999999999,-6,2,2,6.1,15,1,-2.5,1,1,5.9,16,0,-0.7999999999999998,1,2,3.0,8,0,2
3,1,0.7999999999999998,6,0,-1.7000000000000002,4,-2,-5.199999999999999,9,0,0.7999999999999998,-1,0,-1.3999999999999995,13,15,0,2.3000000000000003,-9,0,-0.10000000000000009,-4,-2,0.9000000000000004,-6,-2,-1.9000000000000004,2,0,1.7999999999999998,-1,2,0
17,-2,-6.1,-15,1,0.5999999999999996,-11,0,-4.199999999999999,-1,-2,-0.7000000000000002,-3,-2,-9.3,-16,13,0,1.0,-8,1,-1.9000000000000004,4,-2,-6.700000000000001,-13,-1,-5.5,-2,0,-1.7999999999999998,1,2,1
6,-2,1.9999999999999991,3,-1,2.5,-1,1,0.40000000000000036,6,0,-0.9000000000000004,-3,3,2.6000000000000005,13,16,0,3.4,-2,-2,1.2000000000000002,-4,0,4.199999999999999,1,-4,-0.39999999999999947,-10,0,1.3999999999999995,-13,1,4
4,0,-1.0,8,1,0.5,2,-1,-2.0,7,4,0.39999999999999947,10,-1,0.10000000000000053,4,12,-1,7.4,7,0,4.400000000000001,-5,2,5.199999999999999,-9,2,1.9000000000000004,-2,1,5.799999999999999,-4,4,0
7,0,-2.3000000000000003,9,0,-4.400000000000001,5,-1,0.9000000000000004,3,3,0.5,2,2,4.599999999999999,6,11,0,-2.1999999999999997,-2,0,0.10000000000000009,4,1,2.0,-7,0,-5.4,-2,-1,-5.799999999999999,4,3,2
13,-1,-1.5,4,0,1.0,-8,1,-1.9000000000000004,4,-2,-6.700000000000001,-13,-1,-5.5,-2,7,-3,2.499999999999999,10,-2,1.9999999999999991,3,-1,2.5,-1,1,0.40000000000000036,6,0,-0.9000000000000004,-3,3,3
2,2,4.0,12,2,6.1,15,1,-2.5,1,1,5.9,16,0,-0.7999999999999998,1,1,-1,6.4,4,2,1.0,7,2,13.8,12,2,6.700000000000001,13,0,0.9000000000000004,3,0,0
16,-2,-0.5999999999999996,-12,0,2.3000000000000003,-9,0,-0.10000000000000009,-4,-2,0.9000000000000004,-6,-2,-1.9000000000000004,2,9,0,2.7000000000000006,1,0,2.1999999999999997,2,2,-1.2000000000000002,4,-2,-0.0,-2,1,5.5,2,1,1
10,0,-2.7000000000000006,-1,-1,-0.7999999999999998,-6,-1,-0.5,-2,2,-0.9000000000000004,6,0,5.4,2,6,1,5.700000000000001,4,0,-2.3000000000000003,9,0,-4.400000000000001,5,-1,0.9000000000000004,3,3,0.5,2,1,3
12,-4,-1.2999999999999998,-8,-1,7.4,7,0,4.400000000000001,-5,2,5.199999999999999,-9,2,1.9000000000000004,-2,17,1,1.5,-4,-2,-6.1,-15,1,0.5999999999999996,-11,0,-4.199999999999999,-1,-2,-0.7000000000000002,-3,5,1
15,3,-2.499999999999999,-10,0,3.4,-2,-2,1.2000000000000002,-4,0,4.199999999999999,1,-4,-0.39999999999999947,-10,18,-4,-7.9,-10,1,-7.4,-7,-1,1.9000000000000004,-4,-1,-5.9,-16,-1,-1.3000000000000007,-10,4,1
8,4,7.9,10,-2,-1.0,-7,0,1.7000000000000002,-4,2,0.0,2,-3,-0.5,-2,4,4,1.2999999999999998,8,0,-1.0,8,1,0.5,2,-1,-2.0,7,4,0.39999999999999947,10,2,1
11,-1,-5.700000000000001,-4,0,-2.1999999999999997,-2,0,0.10000000000000009,4,1,2.0,-7,0,-5.4,-2,3,2,0.5999999999999996,12,1,0.7999999999999998,6,0,-1.7000000000000002,4,-2,-5.199999999999999,9,0,0.7999999999999998,-1,2,0
5,1,-6.4,-4,2,-1.9999999999999991,-3,-1,-0.5999999999999996,11,1,-0.9000000000000004,-3,1,1.3000000000000007,10,14,-2,-4.0,-12,0,-3.4,2,-2,-13.8,-12,-1,-0.40000000000000036,-6,2,0.7000000000000002,3,0,0
3,-2,-3.7,8,2,0.5999999999999996,12,1,0.7999999999999998,6,0,-1.7000000000000002,4,-2,-5.199999999999999,9,4,2,-1.8999999999999986,4,1,5.700000000000001,4,0,-2.3000000000000003,9,0,-4.400000000000001,5,-1,0.9000000000000004,3,2,0
1,0,2.7,1,-1,6.4,4,2,1.0,7,2,13.8,12,2,6.700000000000001,13,13,3,-0.20000000000000018,3,3,-2.499999999999999,-10,0,3.4,-2,-2,1.2000000000000002,-4,0,4.199999999999999,1,5,0
15,0,-0.09999999999999964,-9,-2,-4.0,-12,0,-3.4,2,-2,-13.8,-12,-1,-0.40000000000000036,-6,14,0,-3.5,-6,-1,-1.5,4,0,1.0,-8,1,-1.9000000000000004,4,-2,-6.700000000000001,-13,2,2
18,-3,0.20000000000000018,-3,-4,-7.9,-10,1,-7.4,-7,-1,1.9000000000000004,-4,-1,-5.9,-16,12,-2,1.8999999999999986,-4,0,-2.7000000000000006,-1,-1,-0.7999999999999998,-6,-1,-0.5,-2,2,-0.9000000000000004,6,0,2
17,-4,-6.700000000000001,-5,1,1.5,-4,-2,-6.1,-15,1,0.5999999999999996,-11,0,-4.199999999999999,-1,7,1,-1.7999999999999998,-4,4,7.9,10,-2,-1.0,-7,0,1.7000000000000002,-4,2,0.0,2,1,0
9,0,-2.6999999999999993,7,0,2.7000000000000006,1,0,2.1999999999999997,2,2,-1.2000000000000002,4,-2,-0.0,-2,11,4,6.700000000000001,5,-4,-1.2999999999999998,-8,-1,7.4,7,0,4.400000000000001,-5,2,5.199999999999999,-9,3,3
6,-1,1.7999999999999998,4,4,1.2999999999999998,8,0,-1.0,8,1,0.5,2,-1,-2.0,7,16,0,2.6999999999999993,-7,-2,-0.5999999999999996,-12,0,2.3000000000000003,-9,0,-0.10000000000000009,-4,-2,0.9000000000000004,-6,3,0
2,0,-2.7,-1,2,4.0,12,2,6.1,15,1,-2.5,1,1,5.9,16,5,0,0.09999999999999964,9,1,-6.4,-4,2,-1.9999999999999991,-3,-1,-0.5999999999999996,11,1,-0.9000000000000004,-3,2,0
8,0,3.5,6,-3,2.499999999999999,10,-2,1.9999999999999991,3,-1,2.5,-1,1,0.40000000000000036,6,10,2,3.7,-8,-1,-5.700000000000001,-4,0,-2.1999999999999997,-2,0,0.10000000000000009,4,1,2.0,-7,1,0
5,-2,-0.5,-1,2,-1.8999999999999986,4,1,5.700000000000001,4,0,-2.3000000000000003,9,0,-4.400000000000001,5,4,3,4.800000000000001,10,-1,1.7999999999999998,4,4,1.2999999999999998,8,0,-1.0,8,1,0.5,2,2,1
16,-3,-4.800000000000001,-10,0,2.6999999999999993,-7,-2,-0.5999999999999996,-12,0,2.3000000000000003,-9,0,-0.10000000000000009,-4,18,-2,2.499999999999999,-6,-3,0.20000000000000018,-3,-4,-7.9,-10,1,-7.4,-7,-1,1.9000000000000004,-4,1,0
9,2,-2.499999999999999,6,-2,1.8999999999999986,-4,0,-2.7000000000000006,-1,-1,-0.7999999999999998,-6,-1,-0.5,-2,1,5,9.3,12,0,2.7,1,-1,6.4,4,2,1.0,7,2,13.8,12,0,1
12,-1,0.09999999999999964,-2,2,3.7,-8,-1,-5.700000000000001,-4,0,-2.1999999999999997,-2,0,0.10000000000000009,4,17,1,-3.5,-10,-4,-6.700000000000001,-5,1,1.5,-4,-2,-6.1,-15,1,0.5999999999999996,-11,1,3
3,2,0.5,1,-2,-3.7,8,2,0.5999999999999996,12,1,0.7999999999999998,6,0,-1.7000000000000002,4,10,0,0.6000000000000014,2,0,-2.6999999999999993,7,0,2.7000000000000006,1,0,2.1999999999999997,2,2,-1.2000000000000002,4,2,1
15,-5,-9.3,-12,3,-0.20000000000000018,3,3,-2.499999999999999,-10,0,3.4,-2,-2,1.2000000000000002,-4,6,-2,-8.4,-3,0,0.09999999999999964,9,1,-6.4,-4,2,-1.9999999999999991,-3,-1,-0.5999999999999996,11,1,1
8,-1,3.5,10,1,-1.7999999999999998,-4,4,7.9,10,-2,-1.0,-7,0,1.7000000000000002,-4,14,0,-2.2,-1,0,-0.09999999999999964,-9,-2,-4.0,-12,0,-3.4,2,-2,-13.8,-12,1,1
13,0,2.2,1,0,-3.5,-6,-1,-1.5,4,0,1.0,-8,1,-1.9000000000000004,4,2,2,8.4,3,0,-2.7,-1,2,4.0,12,2,6.1,15,1,-2.5,1,1,3
11,0,-0.6000000000000014,-2,4,6.700000000000001,5,-4,-1.2999999999999998,-8,-1,7.4,7,0,4.400000000000001,-5,7,1,-0.09999999999999964,2,0,3.5,6,-3,2.499999999999999,10,-2,1.9999999999999991,3,-1,2.5,-1,0,2
6,2,3.4999999999999982,4,1,-0.09999999999999964,2,0,3.5,6,-3,2.499999999999999,10,-2,1.9999999999999991,3,8,0,5.1000000000000005,6,-1,3.5,10,1,-1.7999999999999998,-4,4,7.9,10,-2,-1.0,-7,3,0
1,1,1.8,8,5,9.3,12,0,2.7,1,-1,6.4,4,2,1.0,7,17,1,4.200000000000001,2,-3,-4.800000000000001,-10,0,2.6999999999999993,-7,-2,-0.5999999999999996,-12,0,2.3000000000000003,-9,1,0
13,0,-5.1000000000000005,-6,0,-2.2,-1,0,-0.09999999999999964,-9,-2,-4.0,-12,0,-3.4,2,11,-2,-3.4999999999999982,-4,0,-0.6000000000000014,-2,4,6.700000000000001,5,-4,-1.2999999999999998,-8,-1,7.4,7,2,2
2,2,1.7999999999999998,11,2,8.4,3,0,-2.7,-1,2,4.0,12,2,6.1,15,14,0,-0.6999999999999993,-9,-5,-9.3,-12,3,-0.20000000000000018,3,3,-2.499999999999999,-10,0,3.4,-2,3,2
18,-1,-4.200000000000001,-2,-2,2.499999999999999,-6,-3,0.20000000000000018,-3,-4,-7.9,-10,1,-7.4,-7,12,-2,4.699999999999999,5,-1,0.09999999999999964,-2,2,3.7,-8,-1,-5.700000000000001,-4,0,-2.1999999999999997,-2,0,3
10,-1,1.3000000000000003,-7,0,0.6000000000000014,2,0,-2.6999999999999993,7,0,2.7000000000000006,1,0,2.1999999999999997,2,4,1,-5.6000000000000005,-1,-2,-0.5,-1,2,-1.8999999999999986,4,1,5.700000000000001,4,0,-2.3000000000000003,9,3,0
7,0,0.6999999999999993,9,-2,-8.4,-3,0,0.09999999999999964,9,1,-6.4,-4,2,-1.9999999999999991,-3,15,-2,-1.7999999999999998,-11,0,2.2,1,0,-3.5,-6,-1,-1.5,4,0,1.0,-8,4,2
16,2,-4.699999999999999,-5,1,-3.5,-10,-4,-6.700000000000001,-5,1,1.5,-4,-2,-6.1,-15,9,-1,-1.8,-8,2,-2.499999999999999,6,-2,1.8999999999999986,-4,0,-2.7000000000000006,-1,-1,-0.7999999999999998,-6,1,1
5,-1,5.6000000000000005,1,3,4.800000000000001,10,-1,1.7999999999999998,4,4,1.2999999999999998,8,0,-1.0,8,3,1,-1.3000000000000003,7,2,0.5,1,-2,-3.7,8,2,0.5999999999999996,12,1,0.7999999999999998,6,5,0
3,-5,-4.1,2,1,-1.3000000000000003,7,2,0.5,1,-2,-3.7,8,2,0.5999999999999996,12,18,-3,2.8999999999999995,-6,-1,-4.200000000000001,-2,-2,2.499999999999999,-6,-3,0.20000000000000018,-3,-4,-7.9,-10,2,2
17,-1,-7.6,-16,1,4.200000000000001,2,-3,-4.800000000000001,-10,0,2.6999999999999993,-7,-2,-0.5999999999999996,-12,14,0,1.2000000000000002,-7,2,-4.699999999999999,-5,1,-3.5,-10,-4,-6.700000000000001,-5,1,1.5,-4,0,2
10,3,-2.8999999999999995,6,-2,4.699999999999999,5,-1,0.09999999999999964,-2,2,3.7,-8,-1,-5.700000000000001,-4,13,0,2.9999999999999996,-2,0,-5.1000000000000005,-6,0,-2.2,-1,0,-0.09999999999999964,-9,-2,-4.0,-12,1,2
9,3,0.8999999999999995,-6,-1,1.3000000000000003,-7,0,0.6000000000000014,2,0,-2.6999999999999993,7,0,2.7000000000000006,1,4,5,4.1,-2,-1,5.6000000000000005,1,3,4.800000000000001,10,-1,1.7999999999999998,4,4,1.2999999999999998,8,1,0
12,0,-2.9999999999999996,2,-2,-3.4999999999999982,-4,0,-0.6000000000000014,-2,4,6.700000000000001,5,-4,-1.2999999999999998,-8,1,1,7.6,16,1,1.8,8,5,9.3,12,0,2.7,1,-1,6.4,4,1,3
15,-1,-7.0,-12,0,-0.6999999999999993,-9,-5,-9.3,-12,3,-0.20000000000000018,3,3,-2.499999999999999,-10,16,-2,-1.9000000000000004,-8,-2,-1.7999999999999998,-11,0,2.2,1,0,-3.5,-6,-1,-1.5,4,1,2
8,-3,-1.6000000000000005,-2,0,5.1000000000000005,6,-1,3.5,10,1,-1.7999999999999998,-4,4,7.9,10,6,2,1.9000000000000004,8,0,0.6999999999999993,9,-2,-8.4,-3,0,0.09999999999999964,9,1,-6.4,-4,1,1
11,0,-1.2000000000000002,7,-1,-1.8,-8,2,-2.499999999999999,6,-2,1.8999999999999986,-4,0,-2.7000000000000006,-1,5,3,1.6000000000000005,2,2,3.4999999999999982,4,1,-0.09999999999999964,2,0,3.5,6,-3,2.499999999999999,10,0,2
7,-3,-0.8999999999999995,6,1,-5.6000000000000005,-1,-2,-0.5,-1,2,-1.8999999999999986,4,1,5.700000000000001,4,2,1,7.0,12,2,1.7999999999999998,11,2,8.4,3,0,-2.7,-1,2,4.0,12,2,2
18,0,-2.799999999999999,-15,-3,2.8999999999999995,-6,-1,-4.200000000000001,-2,-2,2.499999999999999,-6,-3,0.20000000000000018,-3,5,-1,-2.5,5,5,4.1,-2,-1,5.6000000000000005,1,3,4.800000000000001,10,-1,1.7999999999999998,4,2,0
15,1,-5.8999999999999995,-1,-2,-1.9000000000000004,-8,-2,-1.7999999999999998,-11,0,2.2,1,0,-3.5,-6,12,-2,-1.1000000000000005,-11,0,-2.9999999999999996,2,-2,-3.4999999999999982,-4,0,-0.6000000000000014,-2,4,6.700000000000001,5,1,0
1,2,1.1000000000000005,11,1,7.6,16,1,1.8,8,5,9.3,12,0,2.7,1,7,0,-4.499999999999999,-5,-3,-0.8999999999999995,6,1,-5.6000000000000005,-1,-2,-0.5,-1,2,-1.8999999999999986,4,3,0
13,1,-0.9000000000000004,-3,0,2.9999999999999996,-2,0,-5.1000000000000005,-6,0,-2.2,-1,0,-0.09999999999999964,-9,9,1,2.5,-5,3,0.8999999999999995,-6,-1,1.3000000000000003,-7,0,0.6000000000000014,2,0,-2.6999999999999993,7,2,0
14,2,-1.0999999999999996,3,0,1.2000000000000002,-7,2,-4.699999999999999,-5,1,-3.5,-10,-4,-6.700000000000001,-5,3,0,2.799999999999999,15,-5,-4.1,2,1,-1.3000000000000003,7,2,0.5,1,-2,-3.7,8,2,1
4,2,-2.1000000000000005,6,3,1.6000000000000005,2,2,3.4999999999999982,4,1,-0.09999999999999964,2,0,3.5,6,17,-2,1.0999999999999996,-3,-1,-7.6,-16,1,4.200000000000001,2,-3,-4.800000000000001,-10,0,2.6999999999999993,-7,3,0
16,-1,5.8999999999999995,1,-1,-7.0,-12,0,-0.6999999999999993,-9,-5,-9.3,-12,3,-0.20000000000000018,3,8,0,-3.499999999999999,-2,-3,-1.6000000000000005,-2,0,5.1000000000000005,6,-1,3.5,10,1,-1.7999999999999998,-4,3,2
2,0,4.499999999999999,5,1,7.0,12,2,1.7999999999999998,11,2,8.4,3,0,-2.7,-1,10,-1,0.9000000000000004,3,3,-2.8999999999999995,6,-2,4.699999999999999,5,-1,0.09999999999999964,-2,2,3.7,-8,3,0
6,0,3.499999999999999,2,2,1.9000000000000004,8,0,0.6999999999999993,9,-2,-8.4,-3,0,0.09999999999999964,9,11,-2,2.1000000000000005,-6,0,-1.2000000000000002,7,-1,-1.8,-8,2,-2.499999999999999,6,-2,1.8999999999999986,-4,2,3
12,-3,-6.0,-8,-1,0.9000000000000004,3,3,-2.8999999999999995,6,-2,4.699999999999999,5,-1,0.09999999999999964,-2,16,1,6.2,-8,-1,5.8999999999999995,1,-1,-7.0,-12,0,-0.6999999999999993,-9,-5,-9.3,-12,2,1
10,1,-1.8000000000000007,-5,-2,2.1000000000000005,-6,0,-1.2000000000000002,7,-1,-1.8,-8,2,-2.499999999999999,6,11,2,-1.0,-4,1,-0.9000000000000004,-3,0,2.9999999999999996,-2,0,-5.1000000000000005,-6,0,-2.2,-1,4,1
4,-1,-2.3000000000000007,11,0,2.799999999999999,15,-5,-4.1,2,1,-1.3000000000000003,7,2,0.5,1,1,3,3.5,6,2,1.1000000000000005,11,1,7.6,16,1,1.8,8,5,9.3,12,0,2
9,-2,1.0,4,1,2.5,-5,3,0.8999999999999995,-6,-1,1.3000000000000003,-7,0,0.6000000000000014,2,18,2,3.1999999999999997,-13,0,-2.799999999999999,-15,-3,2.8999999999999995,-6,-1,-4.200000000000001,-2,-2,2.499999999999999,-6,2,2
7,-3,-3.5,-6,0,-4.499999999999999,-5,-3,-0.8999999999999995,6,1,-5.6000000000000005,-1,-2,-0.5,-1,3,3,0.8999999999999995,13,2,-2.1000000000000005,6,3,1.6000000000000005,2,2,3.4999999999999982,4,1,-0.09999999999999964,2,2,3
15,-1,-0.0,3,-2,-1.1000000000000005,-11,0,-2.9999999999999996,2,-2,-3.4999999999999982,-4,0,-0.6000000000000014,-2,2,3,6.0,8,0,4.499999999999999,5,1,7.0,12,2,1.7999999999999998,11,2,8.4,3,0,3
8,-1,-6.2,8,0,-3.499999999999999,-2,-3,-1.6000000000000005,-2,0,5.1000000000000005,6,-1,3.5,10,14,1,0.0,-3,1,-5.8999999999999995,-1,-2,-1.9000000000000004,-8,-2,-1.7999999999999998,-11,0,2.2,1,0,2
17,-3,-0.8999999999999995,-13,-2,1.0999999999999996,-3,-1,-7.6,-16,1,4.200000000000001,2,-3,-4.800000000000001,-10,6,-1,1.8000000000000007,5,0,3.499999999999999,2,2,1.9000000000000004,8,0,0.6999999999999993,9,-2,-8.4,-3,2,1
5,-2,-3.1999999999999997,13,-1,-2.5,5,5,4.1,-2,-1,5.6000000000000005,1,3,4.800000000000001,10,13,1,2.3000000000000007,-11,2,-1.0999999999999996,3,0,1.2000000000000002,-7,2,-4.699999999999999,-5,1,-3.5,-10,3,1
12,2,-4.6000000000000005,-6,1,0.0,-3,1,-5.8999999999999995,-1,-2,-1.9000000000000004,-8,-2,-1.7999999999999998,-11,8,3,1.2000000000000002,1,1,-1.8000000000000007,-5,-2,2.1000000000000005,-6,0,-1.2000000000000002,7,-1,-1.8,-8,0,0
1,2,1.7999999999999998,3,3,3.5,6,2,1.1000000000000005,11,1,7.6,16,1,1.8,8,5,2,5.599999999999999,8,-2,-3.1999999999999997,13,-1,-2.5,5,5,4.1,-2,-1,5.6000000000000005,1,1,1
13,-3,-1.2000000000000002,-1,2,-1.0,-4,1,-0.9000000000000004,-3,0,2.9999999999999996,-2,0,-5.1000000000000005,-6,17,1,1.0999999999999996,-11,-3,-0.8999999999999995,-13,-2,1.0999999999999996,-3,-1,-7.6,-16,1,4.200000000000001,2,1,2
2,3,4.300000000000001,13,3,6.0,8,0,4.499999999999999,5,1,7.0,12,2,1.7999999999999998,11,10,-2,4.6000000000000005,6,-1,-6.2,8,0,-3.499999999999999,-2,-3,-1.6000000000000005,-2,0,5.1000000000000005,6,5,1
18,0,2.9999999999999996,-9,2,3.1999999999999997,-13,0,-2.799999999999999,-15,-3,2.8999999999999995,-6,-1,-4.200000000000001,-2,7,-1,1.9999999999999991,-4,-3,-3.5,-6,0,-4.499999999999999,-5,-3,-0.8999999999999995,6,1,-5.6000000000000005,-1,1,3
14,-2,-5.599999999999999,-8,1,2.3000000000000007,-11,2,-1.0999999999999996,3,0,1.2000000000000002,-7,2,-4.699999999999999,-5,9,0,-2.9999999999999996,9,-2,1.0,4,1,2.5,-5,3,0.8999999999999995,-6,-1,1.3000000000000003,-7,2,1
3,1,-1.9999999999999991,4,3,0.8999999999999995,13,2,-2.1000000000000005,6,3,1.6000000000000005,2,2,3.4999999999999982,4,4,-2,-1.7999999999999998,-3,-1,-2.3000000000000007,11,0,2.799999999999999,15,-5,-4.1,2,1,-1.3000000000000003,7,2,1
6,-1,-1.0999999999999996,11,-1,1.8000000000000007,5,0,3.499999999999999,2,2,1.9000000000000004,8,0,0.6999999999999993,9,11,1,-2.4000000000000004,4,-3,-6.0,-8,-1,0.9000000000000004,3,3,-2.8999999999999995,6,-2,4.699999999999999,5,0,0
16,-1,2.4000000000000004,-4,1,6.2,-8,-1,5.8999999999999995,1,-1,-7.0,-12,0,-0.6999999999999993,-9,15,-3,-4.300000000000001,-13,-1,-0.0,3,-2,-1.1000000000000005,-11,0,-2.9999999999999996,2,-2,-3.4999999999999982,-4,6,2
16,1,0.7999999999999998,-4,1,1.0999999999999996,-11,-3,-0.8999999999999995,-13,-2,1.0999999999999996,-3,-1,-7.6,-16,2,4,4.8999999999999995,8,3,4.300000000000001,13,3,6.0,8,0,4.499999999999999,5,1,7.0,12,1,0
8,0,-1.0,4,3,1.2000000000000002,1,1,-1.8000000000000007,-5,-2,2.1000000000000005,-6,0,-1.2000000000000002,7,15,4,1.5000000000000009,-1,-1,2.4000000000000004,-4,1,6.2,-8,-1,5.8999999999999995,1,-1,-7.0,-12,0,0
11,0,-1.6,-5,1,-2.4000000000000004,4,-3,-6.0,-8,-1,0.9000000000000004,3,3,-2.8999999999999995,6,10,-4,-4.8999999999999995,-8,-2,4.6000000000000005,6,-1,-6.2,8,0,-3.499999999999999,-2,-3,-1.6000000000000005,-2,0,1
18,-2,2.5,-11,0,2.9999999999999996,-9,2,3.1999999999999997,-13,0,-2.799999999999999,-15,-3,2.8999999999999995,-6,13,1,-3.299999999999999,-5,-2,-5.599999999999999,-8,1,2.3000000000000007,-11,2,-1.0999999999999996,3,0,1.2000000000000002,-7,1,0
5,-1,-3.8999999999999995,-1,-2,-1.7999999999999998,-3,-1,-2.3000000000000007,11,0,2.799999999999999,15,-5,-4.1,2,14,-1,-0.7999999999999998,4,-3,-1.2000000000000002,-1,2,-1.0,-4,1,-0.9000000000000004,-3,0,2.9999999999999996,-2,1,2
9,-1,3.299999999999999,5,0,-2.9999999999999996,9,-2,1.0,4,1,2.5,-5,3,0.8999999999999995,-6,1,0,1.3999999999999995,4,2,1.7999999999999998,3,3,3.5,6,2,1.1000000000000005,11,1,7.6,16,1,2
4,0,-1.3999999999999995,-4,2,5.599999999999999,8,-2,-3.1999999999999997,13,-1,-2.5,5,5,4.1,-2,3,1,3.8999999999999995,1,1,-1.9999999999999991,4,3,0.8999999999999995,13,2,-2.1000000000000005,6,3,1.6000000000000005,2,2,1
6,2,-2.5,11,-1,1.9999999999999991,-4,-3,-3.5,-6,0,-4.499999999999999,-5,-3,-0.8999999999999995,6,12,0,1.0,-4,2,-4.6000000000000005,-6,1,0.0,-3,1,-5.8999999999999995,-1,-2,-1.9000000000000004,-8,1,1
17,-4,-1.5000000000000009,1,-3,-4.300000000000001,-13,-1,-0.0,3,-2,-1.1000000000000005,-11,0,-2.9999999999999996,2,7,0,1.6,5,-1,-1.0999999999999996,11,-1,1.8000000000000007,5,0,3.499999999999999,2,2,1.9000000000000004,8,1,3
11,0,-5.999999999999999,-6,0,1.0,-4,2,-4.6000000000000005,-6,1,0.0,-3,1,-5.8999999999999995,-1,12,-1,-2.7,-1,0,-1.6,-5,1,-2.4000000000000004,4,-3,-6.0,-8,-1,0.9000000000000004,3,1,3
1,1,-0.5000000000000009,8,0,1.3999999999999995,4,2,1.7999999999999998,3,3,3.5,6,2,1.1000000000000005,11,18,1,-0.6000000000000005,-5,-2,2.5,-11,0,2.9999999999999996,-9,2,3.1999999999999997,-13,0,-2.799999999999999,-15,3,1
13,1,-5.0,-9,-1,-0.7999999999999998,4,-3,-1.2000000000000002,-1,2,-1.0,-4,1,-0.9000000000000004,-3,4,1,-0.2999999999999998,-1,0,-1.3999999999999995,-4,2,5.599999999999999,8,-2,-3.1999999999999997,13,-1,-2.5,5,0,2
2,-1,1.4000000000000004,14,4,4.8999999999999995,8,3,4.300000000000001,13,3,6.0,8,0,4.499999999999999,5,9,0,0.40000000000000036,7,0,-1.0,4,3,1.2000000000000002,1,1,-1.8000000000000007,-5,-2,2.1000000000000005,-6,2,2
